record_id,employee_id,employee_name,department,position,basic_salary,allowance,overtime_hours,overtime_pay,gross_pay,tax,sss,philhealth,net_pay,status,hire_date,pay_date
344,EMP-1344,Employee 344,Sales,Sales Associate,28953,5000,20,4523.91,38476.91,4617.23,1125.0,961.92,31772.76,active,2019-04-21,2024-01-31
345,EMP-1345,Employee 345,Engineering,Junior Developer,32230,2000,11,2769.77,36999.77,4439.97,1125.0,924.99,30509.81,active,2021-10-05,2024-01-31
346,EMP-1346,Employee 346,Finance,Accountant,38937,7500,20,6083.91,52520.91,6302.51,1125.0,1313.02,43780.38,on_leave,2018-03-23,2024-01-31
347,EMP-1347,Employee 347,Operations,Logistics Officer,37689,7500,29,8538.91,53727.91,6447.35,1125.0,1343.2,44812.36,active,2018-07-28,2024-01-31
348,EMP-1348,Employee 348,Operations,Operations Analyst,30118,3000,2,470.59,33588.59,4030.63,1125.0,839.71,27593.25,resigned,2020-08-28,2024-01-31
349,EMP-1349,Employee 349,Operations,Logistics Officer,33034,5000,30,7742.34,45776.34,5493.16,1125.0,1144.41,38013.77,active,2021-04-21,2024-01-31
350,EMP-1350,Employee 350,Operations,Operations Analyst,31539,2000,18,4435.17,37974.17,4556.9,1125.0,949.35,31342.92,active,2018-10-01,2024-01-31
351,EMP-1351,Employee 351,Sales,Account Executive,44886,2000,18,6312.09,53198.09,6383.77,1125.0,1329.95,44359.37,resigned,2021-01-19,2024-01-31
352,EMP-1352,Employee 352,Finance,Accountant,40812,2000,17,5420.34,48232.34,5787.88,1125.0,1205.81,40113.65,active,2021-09-06,2024-01-31
353,EMP-1353,Employee 353,Operations,Operations Manager,56229,5000,4,1757.16,62986.16,7558.34,1125.0,1574.65,52728.17,active,2020-12-20,2024-01-31
354,EMP-1354,Employee 354,Sales,Sales Associate,24930,2000,9,1752.89,28682.89,3441.95,1125.0,717.07,23398.87,active,2021-02-21,2024-01-31
355,EMP-1355,Employee 355,HR,HR Associate,27980,2000,40,8743.75,38723.75,4646.85,1125.0,968.09,31983.81,active,2023-03-26,2024-01-31
356,EMP-1356,Employee 356,Sales,Sales Manager,49737,5000,12,4662.84,59399.84,7127.98,1125.0,1485.0,49661.86,active,2021-01-22,2024-01-31
357,EMP-1357,Employee 357,HR,Recruiter,32137,5000,35,8787.46,45924.46,5510.94,1125.0,1148.11,38140.41,active,2023-06-18,2024-01-31
358,EMP-1358,Employee 358,Marketing,Marketing Manager,56979,2000,11,4896.63,63875.63,7665.08,1125.0,1596.89,53488.66,on_leave,2022-07-24,2024-01-31
359,EMP-1359,Employee 359,Operations,Operations Manager,60324,3000,2,942.56,64266.56,7711.99,1125.0,1606.66,53822.91,active,2021-05-18,2024-01-31
360,EMP-1360,Employee 360,Engineering,Senior Developer,67057,5000,1,523.88,72580.88,8709.71,1125.0,1814.52,60931.65,on_leave,2020-03-29,2024-01-31
361,EMP-1361,Employee 361,Sales,Account Executive,40927,3000,1,319.74,44246.74,5309.61,1125.0,1106.17,36705.96,on_leave,2021-03-19,2024-01-31
362,EMP-1362,Employee 362,Engineering,Senior Developer,70747,5000,11,6079.82,81826.82,9819.22,1125.0,2045.67,68836.93,resigned,2022-02-06,2024-01-31
363,EMP-1363,Employee 363,HR,HR Manager,52757,2000,40,16486.56,71243.56,8549.23,1125.0,1781.09,59788.24,active,2019-09-22,2024-01-31
364,EMP-1364,Employee 364,HR,Recruiter,30583,7500,36,8601.47,46684.47,5602.14,1125.0,1167.11,38790.22,active,2018-05-25,2024-01-31
365,EMP-1365,Employee 365,Operations,Operations Analyst,29863,2000,8,1866.44,33729.44,4047.53,1125.0,843.24,27713.67,active,2020-12-27,2024-01-31
366,EMP-1366,Employee 366,Marketing,Brand Strategist,45265,3000,20,7072.66,55337.66,6640.52,1125.0,1383.44,46188.7,active,2021-08-09,2024-01-31
367,EMP-1367,Employee 367,Finance,Finance Manager,65465,5000,2,1022.89,71487.89,8578.55,1125.0,1787.2,59997.14,on_leave,2019-07-28,2024-01-31
368,EMP-1368,Employee 368,Marketing,Brand Strategist,44404,3000,4,1387.62,48791.62,5854.99,1125.0,1219.79,40591.84,resigned,2019-01-28,2024-01-31
369,EMP-1369,Employee 369,Engineering,Junior Developer,36445,7500,20,5694.53,49639.53,5956.74,1125.0,1240.99,41316.8,active,2020-10-25,2024-01-31
370,EMP-1370,Employee 370,Finance,Accountant,40167,2000,28,8786.53,50953.53,6114.42,1125.0,1273.84,42440.27,active,2022-08-17,2024-01-31
371,EMP-1371,Employee 371,Sales,Sales Manager,53282,3000,37,15401.83,71683.83,8602.06,1125.0,1792.1,60164.67,active,2020-02-29,2024-01-31
372,EMP-1372,Employee 372,Sales,Sales Associate,27015,2000,37,7809.02,36824.02,4418.88,1125.0,920.6,30359.54,on_leave,2023-04-23,2024-01-31
373,EMP-1373,Employee 373,Marketing,Marketing Manager,56830,2000,38,16871.41,75701.41,9084.17,1125.0,1892.54,63599.7,on_leave,2018-03-11,2024-01-31
374,EMP-1374,Employee 374,Sales,Sales Manager,50116,3000,33,12920.53,66036.53,7924.38,1125.0,1650.91,55336.24,on_leave,2021-05-15,2024-01-31
375,EMP-1375,Employee 375,Marketing,Marketing Manager,57110,7500,0,0.0,64610.0,7753.2,1125.0,1615.25,54116.55,active,2019-02-09,2024-01-31
376,EMP-1376,Employee 376,Operations,Operations Analyst,34059,7500,38,10111.27,51670.27,6200.43,1125.0,1291.76,43053.08,active,2019-02-21,2024-01-31
377,EMP-1377,Employee 377,Engineering,Senior Developer,68174,7500,8,4260.88,79934.88,9592.19,1125.0,1998.37,67219.32,on_leave,2022-12-02,2024-01-31
378,EMP-1378,Employee 378,Marketing,Marketing Manager,56747,2000,29,12856.74,71603.74,8592.45,1125.0,1790.09,60096.2,active,2018-03-19,2024-01-31
379,EMP-1379,Employee 379,Finance,Accountant,37622,7500,19,5584.52,50706.52,6084.78,1125.0,1267.66,42229.08,active,2022-10-31,2024-01-31
380,EMP-1380,Employee 380,HR,Recruiter,29098,3000,23,5228.55,37326.55,4479.19,1125.0,933.16,30789.2,active,2018-11-19,2024-01-31
381,EMP-1381,Employee 381,Marketing,Marketing Manager,54732,2000,27,11545.03,68277.03,8193.24,1125.0,1706.93,57251.86,on_leave,2020-09-22,2024-01-31
382,EMP-1382,Employee 382,Engineering,Junior Developer,32721,5000,19,4857.02,42578.02,5109.36,1125.0,1064.45,35279.21,active,2022-02-22,2024-01-31
383,EMP-1383,Employee 383,HR,HR Associate,22560,7500,9,1586.25,31646.25,3797.55,1125.0,791.16,25932.54,active,2020-05-01,2024-01-31
384,EMP-1384,Employee 384,HR,Recruiter,31520,5000,26,6402.5,42922.5,5150.7,1125.0,1073.06,35573.74,on_leave,2019-09-21,2024-01-31
385,EMP-1385,Employee 385,Operations,Operations Analyst,34760,3000,39,10590.94,48350.94,5802.11,1125.0,1208.77,40215.06,active,2021-07-13,2024-01-31
386,EMP-1386,Employee 386,Marketing,Marketing Manager,52777,3000,15,6184.8,61961.8,7435.42,1125.0,1549.05,51852.33,resigned,2021-11-01,2024-01-31
387,EMP-1387,Employee 387,Finance,Financial Analyst,37897,3000,11,3256.77,44153.77,5298.45,1125.0,1103.84,36626.48,resigned,2022-11-28,2024-01-31
388,EMP-1388,Employee 388,Sales,Account Executive,43845,3000,11,3767.93,50612.93,6073.55,1125.0,1265.32,42149.06,resigned,2019-10-24,2024-01-31
389,EMP-1389,Employee 389,Marketing,Marketing Associate,26626,3000,8,1664.12,31290.12,3754.81,1125.0,782.25,25628.06,resigned,2019-05-19,2024-01-31
390,EMP-1390,Employee 390,Marketing,Brand Strategist,46329,5000,21,7600.85,58929.85,7071.58,1125.0,1473.25,49260.02,active,2022-03-19,2024-01-31
391,EMP-1391,Employee 391,Sales,Sales Manager,52284,5000,25,10211.72,67495.72,8099.49,1125.0,1687.39,56583.84,resigned,2019-02-22,2024-01-31
392,EMP-1392,Employee 392,Marketing,Brand Strategist,45741,7500,5,1786.76,55027.76,6603.33,1125.0,1375.69,45923.74,active,2021-12-08,2024-01-31
393,EMP-1393,Employee 393,HR,Recruiter,29828,3000,11,2563.34,35391.34,4246.96,1125.0,884.78,29134.6,on_leave,2020-08-19,2024-01-31
394,EMP-1394,Employee 394,Engineering,Senior Developer,68769,5000,21,11282.41,85051.41,10206.17,1125.0,2126.29,71593.95,active,2021-12-31,2024-01-31
395,EMP-1395,Employee 395,Sales,Sales Manager,50046,3000,34,13293.47,66339.47,7960.74,1125.0,1658.49,55595.24,on_leave,2018-11-28,2024-01-31
396,EMP-1396,Employee 396,Marketing,Marketing Associate,25969,7500,4,811.53,34280.53,4113.66,1125.0,857.01,28184.86,active,2021-06-15,2024-01-31
397,EMP-1397,Employee 397,Marketing,Brand Strategist,44088,7500,7,2411.06,53999.06,6479.89,1125.0,1349.98,45044.19,active,2021-04-26,2024-01-31
398,EMP-1398,Employee 398,Marketing,Brand Strategist,46426,5000,29,10518.39,61944.39,7433.33,1125.0,1548.61,51837.45,resigned,2022-01-26,2024-01-31
399,EMP-1399,Employee 399,Sales,Sales Manager,54178,2000,39,16507.36,72685.36,8722.24,1125.0,1817.13,61020.99,active,2019-03-16,2024-01-31
400,EMP-1400,Employee 400,Engineering,Tech Lead,96011,3000,28,21002.41,120013.41,14401.61,1125.0,3000.34,101486.46,active,2020-05-13,2024-01-31
401,EMP-1401,Employee 401,Marketing,Marketing Associate,30814,7500,30,7222.03,45536.03,5464.32,1125.0,1138.4,37808.31,active,2020-07-06,2024-01-31
402,EMP-1402,Employee 402,Sales,Sales Associate,29350,3000,7,1605.08,33955.08,4074.61,1125.0,848.88,27906.59,active,2018-02-27,2024-01-31
403,EMP-1403,Employee 403,Operations,Logistics Officer,37515,3000,2,586.17,41101.17,4932.14,1125.0,1027.53,34016.5,active,2021-06-29,2024-01-31
404,EMP-1404,Employee 404,Finance,Accountant,38965,3000,32,9741.25,51706.25,6204.75,1125.0,1292.66,43083.84,active,2020-12-23,2024-01-31
405,EMP-1405,Employee 405,Finance,Financial Analyst,41952,7500,8,2622.0,52074.0,6248.88,1125.0,1301.85,43398.27,active,2022-07-12,2024-01-31
406,EMP-1406,Employee 406,Engineering,Senior Developer,69440,3000,36,19530.0,91970.0,11036.4,1125.0,2299.25,77509.35,active,2022-08-11,2024-01-31
407,EMP-1407,Employee 407,Operations,Operations Manager,57113,7500,5,2230.98,66843.98,8021.28,1125.0,1671.1,56026.6,active,2018-09-28,2024-01-31
408,EMP-1408,Employee 408,Marketing,Marketing Manager,55835,3000,32,13958.75,72793.75,8735.25,1125.0,1819.84,61113.66,on_leave,2020-02-07,2024-01-31
409,EMP-1409,Employee 409,Sales,Sales Associate,27912,7500,13,2834.81,38246.81,4589.62,1125.0,956.17,31576.02,active,2018-12-01,2024-01-31
410,EMP-1410,Employee 410,Finance,Accountant,40515,7500,27,8546.13,56561.13,6787.34,1125.0,1414.03,47234.76,active,2019-07-19,2024-01-31
411,EMP-1411,Employee 411,Finance,Accountant,35275,5000,39,10747.85,51022.85,6122.74,1125.0,1275.57,42499.54,on_leave,2018-10-31,2024-01-31
412,EMP-1412,Employee 412,Operations,Logistics Officer,33146,7500,16,4143.25,44789.25,5374.71,1125.0,1119.73,37169.81,active,2023-02-27,2024-01-31
413,EMP-1413,Employee 413,Sales,Sales Associate,25072,3000,9,1762.88,29834.88,3580.19,1125.0,745.87,24383.82,active,2019-10-25,2024-01-31
414,EMP-1414,Employee 414,Finance,Accountant,37455,7500,17,4974.49,49929.49,5991.54,1125.0,1248.24,41564.71,active,2018-01-03,2024-01-31
415,EMP-1415,Employee 415,Sales,Account Executive,39947,5000,40,12483.44,57430.44,6891.65,1125.0,1435.76,47978.03,active,2023-02-03,2024-01-31
416,EMP-1416,Employee 416,Finance,Financial Analyst,38211,3000,25,7463.09,48674.09,5840.89,1125.0,1216.85,40491.35,active,2020-09-12,2024-01-31
417,EMP-1417,Employee 417,HR,Recruiter,30934,5000,6,1450.03,37384.03,4486.08,1125.0,934.6,30838.35,resigned,2021-03-29,2024-01-31
418,EMP-1418,Employee 418,Finance,Financial Analyst,37130,7500,26,7542.03,52172.03,6260.64,1125.0,1304.3,43482.09,resigned,2021-07-06,2024-01-31
419,EMP-1419,Employee 419,Engineering,Tech Lead,97280,5000,1,760.0,103040.0,12364.8,1125.0,2576.0,86974.2,active,2022-02-16,2024-01-31
420,EMP-1420,Employee 420,Finance,Financial Analyst,38933,7500,24,7299.94,53732.94,6447.95,1125.0,1343.32,44816.67,on_leave,2021-01-28,2024-01-31
421,EMP-1421,Employee 421,HR,HR Manager,49413,3000,38,14669.48,67082.48,8049.9,1125.0,1677.06,56230.52,resigned,2022-01-13,2024-01-31
422,EMP-1422,Employee 422,Finance,Accountant,36816,5000,25,7190.62,49006.62,5880.79,1125.0,1225.17,40775.66,on_leave,2018-04-15,2024-01-31
423,EMP-1423,Employee 423,HR,HR Associate,22915,7500,28,5012.66,35427.66,4251.32,1125.0,885.69,29165.65,on_leave,2020-09-04,2024-01-31
424,EMP-1424,Employee 424,HR,HR Manager,50079,3000,36,14084.72,67163.72,8059.65,1125.0,1679.09,56299.98,active,2021-10-17,2024-01-31
425,EMP-1425,Employee 425,Operations,Operations Analyst,34059,7500,25,6652.15,48211.15,5785.34,1125.0,1205.28,40095.53,active,2020-09-12,2024-01-31
426,EMP-1426,Employee 426,Engineering,Senior Developer,69829,5000,0,0.0,74829.0,8979.48,1125.0,1870.73,62853.79,active,2019-12-03,2024-01-31
427,EMP-1427,Employee 427,Marketing,Brand Strategist,44557,3000,10,3481.02,51038.02,6124.56,1125.0,1275.95,42512.51,active,2018-01-21,2024-01-31
428,EMP-1428,Employee 428,HR,HR Manager,48062,3000,15,5632.27,56694.27,6803.31,1125.0,1417.36,47348.6,active,2022-09-22,2024-01-31
429,EMP-1429,Employee 429,Finance,Financial Analyst,39527,7500,35,10808.16,57835.16,6940.22,1125.0,1445.88,48324.06,active,2019-06-04,2024-01-31
430,EMP-1430,Employee 430,Operations,Operations Manager,55351,7500,39,16864.76,79715.76,9565.89,1125.0,1992.89,67031.98,active,2023-01-21,2024-01-31
431,EMP-1431,Employee 431,Engineering,Senior Developer,69607,5000,25,13595.12,88202.12,10584.25,1125.0,2205.05,74287.82,active,2018-05-05,2024-01-31
432,EMP-1432,Employee 432,Marketing,Marketing Associate,28392,3000,7,1552.69,32944.69,3953.36,1125.0,823.62,27042.71,active,2021-10-19,2024-01-31
433,EMP-1433,Employee 433,Marketing,Marketing Manager,57743,7500,1,451.12,65694.12,7883.29,1125.0,1642.35,55043.48,active,2022-09-24,2024-01-31
434,EMP-1434,Employee 434,HR,HR Manager,52730,5000,22,9062.97,66792.97,8015.16,1125.0,1669.82,55982.99,on_leave,2022-07-14,2024-01-31
435,EMP-1435,Employee 435,Sales,Account Executive,42392,2000,9,2980.69,47372.69,5684.72,1125.0,1184.32,39378.65,resigned,2020-05-28,2024-01-31
436,EMP-1436,Employee 436,HR,HR Associate,24300,7500,30,5695.31,37495.31,4499.44,1125.0,937.38,30933.49,active,2019-04-21,2024-01-31
437,EMP-1437,Employee 437,HR,Recruiter,27282,2000,11,2344.55,31626.55,3795.19,1125.0,790.66,25915.7,active,2023-01-30,2024-01-31
438,EMP-1438,Employee 438,Finance,Accountant,39891,7500,35,10907.7,58298.7,6995.84,1125.0,1457.47,48720.39,on_leave,2019-11-30,2024-01-31
439,EMP-1439,Employee 439,Marketing,Marketing Manager,56918,5000,22,9782.78,71700.78,8604.09,1125.0,1792.52,60179.17,active,2020-09-06,2024-01-31
440,EMP-1440,Employee 440,Marketing,Brand Strategist,46635,2000,15,5465.04,54100.04,6492.0,1125.0,1352.5,45130.54,active,2018-12-11,2024-01-31
441,EMP-1441,Employee 441,Engineering,Junior Developer,36766,7500,35,10053.2,54319.2,6518.3,1125.0,1357.98,45317.92,active,2021-02-16,2024-01-31
442,EMP-1442,Employee 442,Finance,Financial Analyst,42799,7500,31,10365.38,60664.38,7279.73,1125.0,1516.61,50743.04,active,2022-09-17,2024-01-31
443,EMP-1443,Employee 443,Finance,Finance Manager,67018,2000,5,2617.89,71635.89,8596.31,1125.0,1790.9,60123.68,active,2022-06-13,2024-01-31
444,EMP-1444,Employee 444,Finance,Finance Manager,63274,7500,13,6426.27,77200.27,9264.03,1125.0,1930.01,64881.23,active,2021-12-28,2024-01-31
445,EMP-1445,Employee 445,HR,HR Associate,24205,3000,32,6051.25,33256.25,3990.75,1125.0,831.41,27309.09,active,2021-06-05,2024-01-31
446,EMP-1446,Employee 446,Finance,Finance Manager,67813,2000,6,3178.73,72991.73,8759.01,1125.0,1824.79,61282.93,active,2022-05-23,2024-01-31
447,EMP-1447,Employee 447,Finance,Finance Manager,63494,7500,7,3472.33,74466.33,8935.96,1125.0,1861.66,62543.71,resigned,2022-12-18,2024-01-31
448,EMP-1448,Employee 448,Engineering,Senior Developer,67600,3000,4,2112.5,72712.5,8725.5,1125.0,1817.81,61044.19,on_leave,2023-02-02,2024-01-31
449,EMP-1449,Employee 449,Marketing,Marketing Manager,52170,5000,18,7336.41,64506.41,7740.77,1125.0,1612.66,54027.98,on_leave,2020-11-09,2024-01-31
450,EMP-1450,Employee 450,Finance,Accountant,36357,2000,31,8805.21,47162.21,5659.47,1125.0,1179.06,39198.68,active,2019-04-09,2024-01-31
451,EMP-1451,Employee 451,Finance,Financial Analyst,40886,5000,6,1916.53,47802.53,5736.3,1125.0,1195.06,39746.17,active,2019-06-10,2024-01-31
452,EMP-1452,Employee 452,Operations,Operations Manager,58575,7500,37,16931.84,83006.84,9960.82,1125.0,2075.17,69845.85,active,2020-07-30,2024-01-31
453,EMP-1453,Employee 453,HR,HR Manager,50873,7500,6,2384.67,60757.67,7290.92,1125.0,1518.94,50822.81,active,2022-11-28,2024-01-31
454,EMP-1454,Employee 454,Marketing,Brand Strategist,47881,3000,34,12718.39,63599.39,7631.93,1125.0,1589.98,53252.48,resigned,2021-03-19,2024-01-31
455,EMP-1455,Employee 455,Marketing,Marketing Manager,57629,2000,22,9904.98,69533.98,8344.08,1125.0,1738.35,58326.55,active,2020-03-13,2024-01-31
456,EMP-1456,Employee 456,Sales,Sales Associate,29236,5000,15,3426.09,37662.09,4519.45,1125.0,941.55,31076.09,on_leave,2022-08-17,2024-01-31
457,EMP-1457,Employee 457,Sales,Sales Manager,51893,3000,36,14594.91,69487.91,8338.55,1125.0,1737.2,58287.16,active,2018-11-16,2024-01-31
458,EMP-1458,Employee 458,HR,HR Manager,51705,3000,40,16157.81,70862.81,8503.54,1125.0,1771.57,59462.7,resigned,2020-02-01,2024-01-31
459,EMP-1459,Employee 459,Operations,Operations Manager,57823,2000,9,4065.68,63888.68,7666.64,1125.0,1597.22,53499.82,resigned,2019-11-10,2024-01-31
460,EMP-1460,Employee 460,Sales,Account Executive,41476,5000,10,3240.31,49716.31,5965.96,1125.0,1242.91,41382.44,active,2020-05-12,2024-01-31
461,EMP-1461,Employee 461,Operations,Operations Analyst,33114,3000,10,2587.03,38701.03,4644.12,1125.0,967.53,31964.38,resigned,2021-12-02,2024-01-31
462,EMP-1462,Employee 462,Engineering,Junior Developer,36129,5000,27,7620.96,48749.96,5850.0,1125.0,1218.75,40556.21,resigned,2021-07-18,2024-01-31
463,EMP-1463,Employee 463,HR,Recruiter,27332,5000,3,640.59,32972.59,3956.71,1125.0,824.31,27066.57,active,2022-03-07,2024-01-31
464,EMP-1464,Employee 464,Marketing,Marketing Associate,30183,5000,30,7074.14,42257.14,5070.86,1125.0,1056.43,35004.85,resigned,2018-12-02,2024-01-31
465,EMP-1465,Employee 465,Sales,Sales Associate,28289,3000,15,3315.12,34604.12,4152.49,1125.0,865.1,28461.53,active,2021-10-10,2024-01-31
466,EMP-1466,Employee 466,HR,HR Manager,50393,7500,30,11810.86,69703.86,8364.46,1125.0,1742.6,58471.8,on_leave,2022-03-27,2024-01-31
467,EMP-1467,Employee 467,Operations,Operations Analyst,31199,7500,39,9505.95,48204.95,5784.59,1125.0,1205.12,40090.24,active,2022-03-12,2024-01-31
468,EMP-1468,Employee 468,HR,HR Manager,49798,7500,39,15172.83,72470.83,8696.5,1125.0,1811.77,60837.56,active,2018-06-24,2024-01-31
469,EMP-1469,Employee 469,Finance,Finance Manager,64907,2000,10,5070.86,71977.86,8637.34,1125.0,1799.45,60416.07,active,2020-08-24,2024-01-31
470,EMP-1470,Employee 470,Sales,Sales Manager,54550,2000,7,2983.2,59533.2,7143.98,1125.0,1488.33,49775.89,active,2019-03-29,2024-01-31
471,EMP-1471,Employee 471,Engineering,Junior Developer,35718,2000,14,3906.66,41624.66,4994.96,1125.0,1040.62,34464.08,resigned,2020-06-14,2024-01-31
472,EMP-1472,Employee 472,Finance,Financial Analyst,37585,3000,1,293.63,40878.63,4905.44,1125.0,1021.97,33826.22,active,2020-09-16,2024-01-31
473,EMP-1473,Employee 473,Finance,Accountant,38424,3000,20,6003.75,47427.75,5691.33,1125.0,1185.69,39425.73,active,2019-10-04,2024-01-31
474,EMP-1474,Employee 474,Finance,Finance Manager,67479,2000,20,10543.59,80022.59,9602.71,1125.0,2000.56,67294.32,active,2018-06-16,2024-01-31
475,EMP-1475,Employee 475,Finance,Finance Manager,65576,2000,28,14344.75,81920.75,9830.49,1125.0,2048.02,68917.24,active,2019-08-24,2024-01-31
476,EMP-1476,Employee 476,Operations,Operations Manager,58000,2000,9,4078.12,64078.12,7689.37,1125.0,1601.95,53661.8,active,2022-01-03,2024-01-31
477,EMP-1477,Employee 477,Marketing,Brand Strategist,44077,7500,15,5165.27,56742.27,6809.07,1125.0,1418.56,47389.64,resigned,2020-05-25,2024-01-31
478,EMP-1478,Employee 478,Finance,Financial Analyst,39325,2000,37,11367.38,52692.38,6323.09,1125.0,1317.31,43926.98,active,2022-10-18,2024-01-31
479,EMP-1479,Employee 479,Marketing,Marketing Manager,55437,7500,8,3464.81,66401.81,7968.22,1125.0,1660.05,55648.54,active,2021-02-20,2024-01-31
480,EMP-1480,Employee 480,Sales,Sales Manager,53454,5000,36,15033.94,73487.94,8818.55,1125.0,1837.2,61707.19,active,2020-06-17,2024-01-31
481,EMP-1481,Employee 481,Operations,Operations Analyst,34354,3000,37,9930.45,47284.45,5674.13,1125.0,1182.11,39303.21,active,2019-02-21,2024-01-31
482,EMP-1482,Employee 482,Engineering,Junior Developer,37787,5000,16,4723.38,47510.38,5701.25,1125.0,1187.76,39496.37,active,2021-03-17,2024-01-31
483,EMP-1483,Employee 483,Operations,Logistics Officer,36341,7500,7,1987.4,45828.4,5499.41,1125.0,1145.71,38058.28,active,2018-10-29,2024-01-31
484,EMP-1484,Employee 484,Operations,Operations Manager,55526,2000,22,9543.53,67069.53,8048.34,1125.0,1676.74,56219.45,resigned,2019-10-09,2024-01-31
485,EMP-1485,Employee 485,Operations,Operations Manager,57381,7500,31,13896.96,78777.96,9453.36,1125.0,1969.45,66230.15,resigned,2020-12-16,2024-01-31
486,EMP-1486,Employee 486,HR,Recruiter,27851,2000,8,1740.69,31591.69,3791.0,1125.0,789.79,25885.9,active,2018-12-03,2024-01-31
487,EMP-1487,Employee 487,Operations,Logistics Officer,37912,7500,0,0.0,45412.0,5449.44,1125.0,1135.3,37702.26,active,2020-12-17,2024-01-31
488,EMP-1488,Employee 488,HR,Recruiter,29936,5000,40,9355.0,44291.0,5314.92,1125.0,1107.28,36743.8,resigned,2022-08-30,2024-01-31
489,EMP-1489,Employee 489,Sales,Account Executive,39623,3000,40,12382.19,55005.19,6600.62,1125.0,1375.13,45904.44,active,2022-01-29,2024-01-31
490,EMP-1490,Employee 490,Finance,Financial Analyst,42734,7500,30,10015.78,60249.78,7229.97,1125.0,1506.24,50388.57,active,2022-11-14,2024-01-31
491,EMP-1491,Employee 491,HR,HR Manager,47848,7500,18,6728.63,62076.63,7449.2,1125.0,1551.92,51950.51,on_leave,2020-04-28,2024-01-31
492,EMP-1492,Employee 492,Engineering,Junior Developer,32248,7500,21,5290.69,45038.69,5404.64,1125.0,1125.97,37383.08,active,2022-10-09,2024-01-31
493,EMP-1493,Employee 493,HR,HR Associate,23955,3000,30,5614.45,32569.45,3908.33,1125.0,814.24,26721.88,active,2018-04-03,2024-01-31
494,EMP-1494,Employee 494,Marketing,Brand Strategist,44581,3000,21,7314.07,54895.07,6587.41,1125.0,1372.38,45810.28,active,2018-01-15,2024-01-31
495,EMP-1495,Employee 495,Sales,Account Executive,39062,5000,38,11596.53,55658.53,6679.02,1125.0,1391.46,46463.05,on_leave,2018-02-07,2024-01-31
496,EMP-1496,Employee 496,Sales,Sales Associate,24510,5000,14,2680.78,32190.78,3862.89,1125.0,804.77,26398.12,on_leave,2021-01-03,2024-01-31
497,EMP-1497,Employee 497,Engineering,Senior Developer,69254,2000,3,1623.14,72877.14,8745.26,1125.0,1821.93,61184.95,active,2022-02-02,2024-01-31
498,EMP-1498,Employee 498,Finance,Financial Analyst,37254,5000,4,1164.19,43418.19,5210.18,1125.0,1085.45,35997.56,resigned,2020-01-03,2024-01-31
499,EMP-1499,Employee 499,Sales,Sales Manager,52536,2000,15,6156.56,60692.56,7283.11,1125.0,1517.31,50767.14,active,2021-03-22,2024-01-31
500,EMP-1500,Employee 500,Operations,Logistics Officer,33758,2000,0,0.0,35758.0,4290.96,1125.0,893.95,29448.09,active,2018-12-07,2024-01-31
501,EMP-1501,Employee 501,Engineering,Tech Lead,95779,5000,39,29182.66,129961.66,15595.4,1125.0,3249.04,109992.22,active,2021-07-23,2024-01-31
502,EMP-1502,Employee 502,Sales,Sales Associate,29062,7500,7,1589.33,38151.33,4578.16,1125.0,953.78,31494.39,active,2019-10-10,2024-01-31
503,EMP-1503,Employee 503,Marketing,Brand Strategist,44665,7500,13,4536.29,56701.29,6804.15,1125.0,1417.53,47354.61,active,2018-04-16,2024-01-31
504,EMP-1504,Employee 504,Marketing,Brand Strategist,43098,2000,40,13468.12,58566.12,7027.93,1125.0,1464.15,48949.04,active,2019-08-24,2024-01-31
505,EMP-1505,Employee 505,HR,HR Associate,27740,5000,12,2600.62,35340.62,4240.87,1125.0,883.52,29091.23,resigned,2019-11-12,2024-01-31
506,EMP-1506,Employee 506,Marketing,Marketing Associate,30440,7500,30,7134.38,45074.38,5408.93,1125.0,1126.86,37413.59,on_leave,2022-02-24,2024-01-31
507,EMP-1507,Employee 507,HR,HR Manager,51242,7500,17,6805.58,65547.58,7865.71,1125.0,1638.69,54918.18,active,2020-06-17,2024-01-31
508,EMP-1508,Employee 508,Finance,Accountant,38977,2000,33,10048.76,51025.76,6123.09,1125.0,1275.64,42502.03,resigned,2021-11-23,2024-01-31
509,EMP-1509,Employee 509,Marketing,Brand Strategist,46367,5000,25,9056.05,60423.05,7250.77,1125.0,1510.58,50536.7,on_leave,2018-01-03,2024-01-31
510,EMP-1510,Employee 510,Operations,Operations Manager,60188,3000,14,6583.06,69771.06,8372.53,1125.0,1744.28,58529.25,active,2020-04-13,2024-01-31
511,EMP-1511,Employee 511,HR,HR Manager,51553,5000,36,14499.28,71052.28,8526.27,1125.0,1776.31,59624.7,resigned,2019-01-22,2024-01-31
512,EMP-1512,Employee 512,Sales,Account Executive,40339,5000,39,12290.79,57629.79,6915.57,1125.0,1440.74,48148.48,active,2018-08-24,2024-01-31
513,EMP-1513,Employee 513,Finance,Finance Manager,62796,5000,35,17170.78,84966.78,10196.01,1125.0,2124.17,71521.6,active,2020-03-12,2024-01-31
514,EMP-1514,Employee 514,Engineering,Senior Developer,69803,2000,5,2726.68,74529.68,8943.56,1125.0,1863.24,62597.88,active,2023-06-23,2024-01-31
515,EMP-1515,Employee 515,Marketing,Brand Strategist,47343,2000,13,4808.27,54151.27,6498.15,1125.0,1353.78,45174.34,on_leave,2022-07-29,2024-01-31
