emp_id,employee_code,full_name,email,dept_id,position,salary,performance_score,absences,overtime_hrs,status,hire_date
463,EMP-2463,Antonio Tan,antonio.tan@company.com,6,Operations Manager,89298.18,3.86,17,3,on_leave,2021-04-26
464,EMP-2464,Antonio Diaz,antonio.diaz@company.com,4,HR Specialist,43536.97,3.38,23,14,active,2017-11-20
465,EMP-2465,Rafael Go,rafael.go@company.com,6,Operations Analyst,41430.13,4.52,0,56,active,2021-04-19
466,EMP-2466,Ivan Ramos,ivan.ramos@company.com,7,Data Engineer,85104.73,3.07,16,75,resigned,2018-09-06
467,EMP-2467,Sofia Ramos,sofia.ramos@company.com,7,Data Analyst,52697.08,4.52,24,70,active,2017-11-07
468,EMP-2468,Nina Ramos,nina.ramos@company.com,7,Senior Data Analyst,80885.47,3.88,1,46,active,2018-01-16
469,EMP-2469,Bianca Garcia,bianca.garcia@company.com,10,VP,183324.18,3.76,19,54,on_leave,2016-04-09
470,EMP-2470,Cedric Bautista,cedric.bautista@company.com,2,Brand Director,85383.02,3.34,3,42,active,2015-08-03
471,EMP-2471,Carlo Morales,carlo.morales@company.com,3,Finance Manager,104480.86,3.76,9,66,active,2020-11-20
472,EMP-2472,Rafael Santos,rafael.santos@company.com,4,HR Specialist,38918.47,4.95,28,39,active,2023-03-18
473,EMP-2473,Lucia Flores,lucia.flores@company.com,8,Senior Support,41722.14,2.14,0,34,active,2016-05-20
474,EMP-2474,Carmen Lim,carmen.lim@company.com,9,Legal Manager,127851.06,1.26,27,46,resigned,2021-10-05
475,EMP-2475,Ivan Flores,ivan.flores@company.com,10,CEO,408681.29,4.44,1,70,resigned,2019-11-23
476,EMP-2476,Elena Ramos,elena.ramos@company.com,3,Senior Analyst,62753.02,4.18,18,70,active,2023-02-01
477,EMP-2477,Sofia Santos,sofia.santos@company.com,9,General Counsel,173013.81,1.68,1,58,active,2022-08-12
478,EMP-2478,Carmen Morales,carmen.morales@company.com,1,Senior Developer,73950.15,1.55,9,37,on_leave,2015-03-08
479,EMP-2479,Diego Morales,diego.morales@company.com,7,Data Engineer,76560.52,1.02,21,2,on_leave,2016-04-26
480,EMP-2480,Andrei Flores,andrei.flores@company.com,2,Marketing Manager,66250.18,4.57,22,68,resigned,2020-01-17
481,EMP-2481,Paolo Torres,paolo.torres@company.com,7,Data Engineer,92957.1,3.04,2,54,active,2021-11-01
482,EMP-2482,Andrei Flores,andrei.flores@company.com,6,Operations Analyst,32491.07,2.03,11,79,active,2018-09-01
483,EMP-2483,Donna Ortiz,donna.ortiz@company.com,9,Senior Associate,91205.4,2.0,11,74,active,2021-05-04
484,EMP-2484,Mark Ramos,mark.ramos@company.com,2,Marketing Specialist,51344.22,4.17,13,77,active,2019-06-04
485,EMP-2485,Jasmine Reyes,jasmine.reyes@company.com,2,Marketing Associate,33533.38,3.09,27,4,on_leave,2023-02-03
486,EMP-2486,Faith Aquino,faith.aquino@company.com,6,COO,175592.97,3.52,2,11,active,2020-01-04
487,EMP-2487,Ana Mendoza,ana.mendoza@company.com,7,Senior Data Analyst,68816.25,1.95,18,22,active,2015-05-30
488,EMP-2488,Nina Bautista,nina.bautista@company.com,2,Marketing Manager,73056.08,3.92,23,63,active,2020-04-28
489,EMP-2489,Jasmine Go,jasmine.go@company.com,10,CEO,472568.99,4.29,20,51,resigned,2015-02-22
490,EMP-2490,Ivan Flores,ivan.flores@company.com,5,Sales Associate,28432.26,3.87,10,6,active,2021-06-05
491,EMP-2491,Faith Tan,faith.tan@company.com,9,General Counsel,170853.4,2.22,28,75,active,2023-02-16
492,EMP-2492,Diego Ramos,diego.ramos@company.com,5,Sales Manager,58542.22,4.2,11,18,active,2016-11-23
493,EMP-2493,Faith Torres,faith.torres@company.com,8,Support Manager,55038.9,4.42,10,32,active,2019-10-26
494,EMP-2494,Rosa Santos,rosa.santos@company.com,8,Support Director,92892.24,2.38,4,37,on_leave,2018-06-15
495,EMP-2495,Rachel Aquino,rachel.aquino@company.com,2,Marketing Associate,25400.97,2.01,17,47,active,2018-01-06
496,EMP-2496,Edgar Villanueva,edgar.villanueva@company.com,8,Support Director,65829.21,4.54,13,73,active,2019-05-14
497,EMP-2497,Ivan Flores,ivan.flores@company.com,3,Finance Manager,95109.59,4.36,21,33,active,2020-05-19
498,EMP-2498,Rosa Bautista,rosa.bautista@company.com,8,Support Manager,48368.1,4.78,10,65,active,2023-02-09
499,EMP-2499,Juan Mendoza,juan.mendoza@company.com,4,HR Director,98390.32,1.99,21,4,on_leave,2018-03-03
500,EMP-2500,Juan Bautista,juan.bautista@company.com,4,HR Specialist,44507.01,4.09,10,52,on_leave,2015-08-14
501,EMP-2501,Nina Flores,nina.flores@company.com,5,Sales Associate,27077.61,3.76,19,33,on_leave,2015-03-14
502,EMP-2502,Rafael Diaz,rafael.diaz@company.com,7,Data Engineer,73624.39,3.41,29,12,on_leave,2021-06-20
503,EMP-2503,Paolo Villanueva,paolo.villanueva@company.com,9,Senior Associate,94679.75,2.3,9,18,resigned,2016-02-23
504,EMP-2504,Cedric Flores,cedric.flores@company.com,3,CFO,227817.72,1.96,29,69,on_leave,2017-01-13
505,EMP-2505,Ivan Garcia,ivan.garcia@company.com,3,Finance Manager,104121.62,1.99,8,67,active,2017-02-14
506,EMP-2506,Jose Flores,jose.flores@company.com,7,Senior Data Analyst,71972.67,3.43,8,48,active,2021-11-05
507,EMP-2507,Kevin Gomez,kevin.gomez@company.com,5,Sales Director,105422.21,4.22,15,14,resigned,2022-05-09
508,EMP-2508,Bianca Mendoza,bianca.mendoza@company.com,9,General Counsel,155758.77,2.75,20,48,active,2019-01-01
509,EMP-2509,Juan Villanueva,juan.villanueva@company.com,7,Data Engineer,92696.76,4.0,8,64,on_leave,2017-05-09
510,EMP-2510,Juan Gomez,juan.gomez@company.com,6,Operations Manager,86335.09,2.16,6,55,resigned,2019-11-16
511,EMP-2511,Antonio Torres,antonio.torres@company.com,2,Brand Director,103759.29,3.94,10,33,on_leave,2021-09-25
512,EMP-2512,Nina Castro,nina.castro@company.com,6,COO,216874.27,2.6,29,55,active,2021-03-12
513,EMP-2513,Andrei Go,andrei.go@company.com,1,Software Architect,178444.68,1.09,30,16,active,2022-08-19
514,EMP-2514,Ana Gomez,ana.gomez@company.com,10,C-Suite,320088.52,2.46,14,11,active,2017-06-06
515,EMP-2515,Juan Ramos,juan.ramos@company.com,5,Sales Manager,82991.43,1.58,27,52,active,2018-01-26
516,EMP-2516,Jasmine Bautista,jasmine.bautista@company.com,3,CFO,186794.91,3.98,2,62,active,2022-08-17
517,EMP-2517,Carmen Rivera,carmen.rivera@company.com,2,Marketing Manager,66910.07,4.29,9,23,active,2021-09-30
518,EMP-2518,Sofia Tan,sofia.tan@company.com,7,Data Engineer,88573.05,3.19,9,66,active,2016-01-08
519,EMP-2519,Faith Go,faith.go@company.com,3,Senior Analyst,60263.14,4.53,7,30,active,2023-03-08
520,EMP-2520,Andrei Torres,andrei.torres@company.com,10,SVP,275259.86,3.47,10,65,active,2023-01-17
521,EMP-2521,Rachel Bautista,rachel.bautista@company.com,5,Sales Manager,70591.1,4.93,12,6,active,2021-03-17
522,EMP-2522,Mark Reyes,mark.reyes@company.com,7,Senior Data Analyst,58859.44,3.19,5,78,active,2017-10-28
523,EMP-2523,Edgar Mendoza,edgar.mendoza@company.com,9,Senior Associate,75713.88,1.21,11,33,active,2021-12-09
524,EMP-2524,Lisa Morales,lisa.morales@company.com,3,CFO,182780.76,1.11,27,45,active,2017-08-14
525,EMP-2525,Jose Aquino,jose.aquino@company.com,9,Legal Associate,48560.49,2.87,13,2,active,2021-11-26
526,EMP-2526,Sofia Ortiz,sofia.ortiz@company.com,2,Marketing Associate,30947.98,1.89,9,35,active,2022-01-15
527,EMP-2527,Sofia Castro,sofia.castro@company.com,2,Marketing Specialist,50128.04,4.95,30,18,active,2020-11-06
528,EMP-2528,Juan Morales,juan.morales@company.com,2,Brand Director,95477.17,1.81,16,49,active,2021-05-03
529,EMP-2529,Ivan Ortiz,ivan.ortiz@company.com,3,Financial Analyst,51309.94,3.84,21,44,resigned,2018-08-26
530,EMP-2530,Paolo Tan,paolo.tan@company.com,5,Sales Specialist,50018.5,4.36,27,38,active,2017-12-04
531,EMP-2531,Miguel Flores,miguel.flores@company.com,6,COO,168187.18,2.53,16,4,active,2016-11-09
532,EMP-2532,Faith Castro,faith.castro@company.com,8,Support Manager,53605.84,3.17,5,29,resigned,2016-02-07
533,EMP-2533,Hannah Rivera,hannah.rivera@company.com,3,CFO,189401.41,4.35,8,62,resigned,2016-01-27
534,EMP-2534,Maria Ramos,maria.ramos@company.com,6,COO,148087.29,4.35,28,51,on_leave,2017-07-20
535,EMP-2535,Carlo Flores,carlo.flores@company.com,4,HR Associate,22911.52,4.84,15,36,on_leave,2015-07-15
536,EMP-2536,Rafael Santos,rafael.santos@company.com,2,Marketing Associate,30611.25,3.89,27,30,active,2017-10-29
537,EMP-2537,Kevin Gomez,kevin.gomez@company.com,3,Financial Analyst,47717.14,4.89,30,34,active,2017-06-05
538,EMP-2538,Mark Go,mark.go@company.com,1,Software Architect,173270.05,3.27,2,8,active,2015-08-26
539,EMP-2539,Ana Flores,ana.flores@company.com,3,Senior Analyst,64966.17,1.78,29,9,resigned,2021-07-28
540,EMP-2540,Miguel Lim,miguel.lim@company.com,4,HR Associate,30062.46,2.49,17,62,resigned,2017-05-22
541,EMP-2541,Jose Reyes,jose.reyes@company.com,8,Support Manager,46302.61,4.97,20,3,resigned,2020-06-06
542,EMP-2542,Andrei Tan,andrei.tan@company.com,3,Finance Manager,87909.26,3.76,5,68,active,2017-11-07
543,EMP-2543,Juan Villanueva,juan.villanueva@company.com,1,Tech Lead,109196.21,1.94,16,40,active,2021-02-21
544,EMP-2544,Rafael Garcia,rafael.garcia@company.com,7,Senior Data Analyst,69451.62,2.19,1,45,on_leave,2020-02-08
545,EMP-2545,Paolo Diaz,paolo.diaz@company.com,8,Support Director,86603.45,2.15,8,71,active,2019-09-30
546,EMP-2546,Ana Morales,ana.morales@company.com,10,SVP,264581.78,3.86,15,24,resigned,2017-08-23
547,EMP-2547,Rosa Santos,rosa.santos@company.com,10,VP,170579.08,2.78,12,3,resigned,2021-08-16
548,EMP-2548,Ana dela Cruz,ana.delacruz@company.com,6,COO,177647.13,3.05,30,17,active,2021-05-06
549,EMP-2549,Rachel Flores,rachel.flores@company.com,2,Marketing Manager,68306.17,4.17,23,11,active,2019-03-09
550,EMP-2550,Ana Villanueva,ana.villanueva@company.com,10,C-Suite,285922.27,2.5,29,16,active,2017-10-28
551,EMP-2551,Donna Gomez,donna.gomez@company.com,7,Data Engineer,84904.0,1.35,28,3,active,2020-07-07
552,EMP-2552,Rosa Rivera,rosa.rivera@company.com,6,COO,191341.25,4.29,6,42,resigned,2022-06-04
553,EMP-2553,Ivan Tan,ivan.tan@company.com,4,HR Associate,31019.39,2.86,29,27,active,2022-07-04
554,EMP-2554,Elena Gomez,elena.gomez@company.com,3,Financial Analyst,41383.11,1.53,1,76,active,2020-11-21
555,EMP-2555,Cedric Villanueva,cedric.villanueva@company.com,3,Finance Manager,100080.76,1.12,18,41,active,2019-12-08
556,EMP-2556,Lisa Reyes,lisa.reyes@company.com,1,Software Architect,131137.03,3.04,24,3,on_leave,2020-07-31
557,EMP-2557,Maria Garcia,maria.garcia@company.com,8,Support Director,86245.75,3.27,24,4,on_leave,2016-07-08
558,EMP-2558,Rosa Gomez,rosa.gomez@company.com,2,Marketing Associate,26416.67,4.42,14,58,active,2023-02-17
559,EMP-2559,Paolo dela Cruz,paolo.delacruz@company.com,9,Legal Associate,57496.26,3.29,28,43,active,2015-10-25
560,EMP-2560,Juan Flores,juan.flores@company.com,1,Software Architect,132298.38,1.06,14,4,resigned,2021-07-24
561,EMP-2561,Elena Torres,elena.torres@company.com,6,COO,193833.51,3.65,22,10,active,2019-09-19
562,EMP-2562,Hannah Ramos,hannah.ramos@company.com,4,HR Associate,23501.22,3.53,28,19,active,2022-04-23
563,EMP-2563,Juan Go,juan.go@company.com,8,Support Director,67539.04,4.68,6,19,active,2019-01-25
564,EMP-2564,Carmen dela Cruz,carmen.delacruz@company.com,7,Senior Data Analyst,68505.11,1.61,14,65,resigned,2017-01-05
565,EMP-2565,Gelo Ortiz,gelo.ortiz@company.com,4,HR Director,81509.31,3.69,11,5,on_leave,2017-03-30
566,EMP-2566,Mark Morales,mark.morales@company.com,8,Senior Support,40337.86,4.17,3,47,active,2021-12-15
567,EMP-2567,Carmen Diaz,carmen.diaz@company.com,3,CFO,234627.76,2.98,23,43,active,2016-10-15
568,EMP-2568,Miguel Flores,miguel.flores@company.com,9,Legal Associate,63838.67,2.44,23,50,active,2016-04-18
569,EMP-2569,Ana Morales,ana.morales@company.com,8,Support Associate,23146.99,3.41,30,0,active,2017-09-27
570,EMP-2570,Miguel Garcia,miguel.garcia@company.com,2,Marketing Associate,34001.23,2.05,2,1,resigned,2017-11-26
571,EMP-2571,Hannah Gomez,hannah.gomez@company.com,9,Senior Associate,69662.9,2.53,28,38,active,2022-12-17
572,EMP-2572,Hannah Santos,hannah.santos@company.com,4,HR Specialist,33084.39,4.01,23,37,resigned,2015-12-13
573,EMP-2573,Ivan Ramos,ivan.ramos@company.com,10,C-Suite,325160.41,1.58,30,39,active,2023-03-02
574,EMP-2574,Donna Gomez,donna.gomez@company.com,3,Financial Analyst,39568.09,2.53,8,35,active,2017-07-05
575,EMP-2575,Maria Santos,maria.santos@company.com,7,Data Science Lead,115317.96,3.69,21,42,active,2022-05-04
576,EMP-2576,Lisa Aquino,lisa.aquino@company.com,8,Support Manager,63563.29,2.26,19,28,resigned,2015-11-29
577,EMP-2577,Gelo Villanueva,gelo.villanueva@company.com,6,Operations Analyst,34936.2,4.37,9,1,active,2016-12-05
578,EMP-2578,Nina dela Cruz,nina.delacruz@company.com,1,Tech Lead,118376.51,3.85,3,28,active,2015-08-03
579,EMP-2579,Hannah Lim,hannah.lim@company.com,4,HR Director,86805.5,2.24,3,69,resigned,2022-10-02
580,EMP-2580,Ana Flores,ana.flores@company.com,2,Brand Director,113822.58,3.65,8,9,active,2020-09-20
581,EMP-2581,Kevin Ramos,kevin.ramos@company.com,10,VP,165916.47,1.66,8,0,on_leave,2017-04-17
582,EMP-2582,Lisa Garcia,lisa.garcia@company.com,7,Senior Data Analyst,60322.83,4.73,19,56,active,2022-12-19
583,EMP-2583,Elena Rivera,elena.rivera@company.com,10,C-Suite,287949.91,1.12,2,5,active,2022-10-21
584,EMP-2584,Cedric Lim,cedric.lim@company.com,3,Finance Manager,90351.05,3.15,8,62,active,2020-02-25
585,EMP-2585,Cedric Santos,cedric.santos@company.com,3,Financial Analyst,48942.99,1.23,9,57,on_leave,2017-08-29
586,EMP-2586,Donna Tan,donna.tan@company.com,9,General Counsel,167593.17,2.0,28,26,active,2016-06-21
587,EMP-2587,Ana Flores,ana.flores@company.com,9,General Counsel,147184.89,4.76,17,13,active,2017-12-17
588,EMP-2588,Hannah Villanueva,hannah.villanueva@company.com,7,Data Science Lead,117816.91,2.96,20,37,resigned,2021-07-07
589,EMP-2589,Lucia Flores,lucia.flores@company.com,8,Support Associate,27244.76,4.81,12,75,active,2017-08-22
590,EMP-2590,Bianca Diaz,bianca.diaz@company.com,8,Support Director,93832.49,2.98,0,42,resigned,2020-05-03
591,EMP-2591,Kevin Ortiz,kevin.ortiz@company.com,2,Marketing Manager,63778.39,2.09,2,76,active,2022-02-08
592,EMP-2592,Rafael Castro,rafael.castro@company.com,5,Sales Associate,27159.05,4.54,27,0,on_leave,2018-01-28
593,EMP-2593,Nina Flores,nina.flores@company.com,6,Operations Analyst,36196.77,4.65,29,59,resigned,2020-08-13
594,EMP-2594,Andrei Diaz,andrei.diaz@company.com,5,Sales Associate,23120.16,3.72,7,66,active,2019-11-05
595,EMP-2595,Hannah Santos,hannah.santos@company.com,8,Support Director,76294.63,4.39,29,76,active,2020-09-19
596,EMP-2596,Maria Reyes,maria.reyes@company.com,7,Data Analyst,50382.64,3.97,28,4,active,2019-07-30
597,EMP-2597,Diego Go,diego.go@company.com,3,Financial Analyst,46022.48,2.27,29,58,active,2020-06-23
598,EMP-2598,Sofia dela Cruz,sofia.delacruz@company.com,4,HR Associate,30142.52,1.78,5,68,active,2020-11-14
599,EMP-2599,Lucia Morales,lucia.morales@company.com,10,C-Suite,291892.68,2.05,15,64,on_leave,2022-11-01
600,EMP-2600,Paolo Ramos,paolo.ramos@company.com,7,Data Analyst,43196.01,4.28,4,32,active,2023-01-22
601,EMP-2601,Rachel Go,rachel.go@company.com,10,CEO,437492.23,3.31,18,1,active,2015-07-10
602,EMP-2602,Juan Rivera,juan.rivera@company.com,7,Data Science Lead,120333.41,4.38,15,35,active,2021-10-25
603,EMP-2603,Antonio Santos,antonio.santos@company.com,7,Senior Data Analyst,82869.36,4.45,0,53,active,2015-12-16
604,EMP-2604,Carlo Bautista,carlo.bautista@company.com,6,Operations Specialist,51249.3,3.73,30,72,active,2015-01-07
605,EMP-2605,Edgar Aquino,edgar.aquino@company.com,1,Junior Developer,33618.91,3.99,4,18,active,2016-01-21
606,EMP-2606,Mark dela Cruz,mark.delacruz@company.com,4,HR Associate,26560.79,4.65,29,54,active,2017-07-17
607,EMP-2607,Faith Villanueva,faith.villanueva@company.com,8,Support Director,87005.81,4.92,7,68,active,2022-11-20
608,EMP-2608,Ivan Rivera,ivan.rivera@company.com,6,Operations Specialist,52745.46,2.89,16,41,active,2015-06-02
609,EMP-2609,Ana Reyes,ana.reyes@company.com,2,Marketing Specialist,49420.7,4.94,7,34,on_leave,2022-10-27
610,EMP-2610,Antonio Garcia,antonio.garcia@company.com,9,General Counsel,146661.0,3.97,23,59,active,2020-07-16
611,EMP-2611,Edgar Aquino,edgar.aquino@company.com,10,CEO,438856.52,3.38,2,35,active,2016-01-31
612,EMP-2612,Diego Ramos,diego.ramos@company.com,8,Support Associate,19820.1,4.15,14,73,on_leave,2015-02-27
613,EMP-2613,Ana Rivera,ana.rivera@company.com,6,Operations Specialist,43194.42,2.13,14,46,active,2018-08-14
614,EMP-2614,Rachel Torres,rachel.torres@company.com,4,HR Associate,30445.26,4.26,23,54,active,2018-01-25
615,EMP-2615,Juan Ramos,juan.ramos@company.com,9,Legal Associate,46975.8,4.29,15,26,resigned,2016-06-06
616,EMP-2616,Juan Garcia,juan.garcia@company.com,7,Senior Data Analyst,77264.29,3.98,27,17,active,2021-05-30
617,EMP-2617,Elena Ramos,elena.ramos@company.com,10,VP,154512.59,4.77,16,47,on_leave,2020-05-18
618,EMP-2618,Mark Lim,mark.lim@company.com,3,Senior Analyst,67518.81,3.33,2,33,on_leave,2020-05-28
619,EMP-2619,Rafael Tan,rafael.tan@company.com,9,Legal Manager,130736.13,1.19,26,77,on_leave,2021-02-18
620,EMP-2620,Gelo Aquino,gelo.aquino@company.com,1,Software Architect,161117.05,1.4,21,42,active,2017-07-06
621,EMP-2621,Elena Villanueva,elena.villanueva@company.com,3,Senior Analyst,78696.77,3.35,6,62,on_leave,2020-03-05
622,EMP-2622,Mark Villanueva,mark.villanueva@company.com,6,Operations Analyst,30641.82,4.24,4,30,on_leave,2018-06-30
623,EMP-2623,Lisa Torres,lisa.torres@company.com,5,Sales Manager,58863.39,3.74,11,69,on_leave,2021-03-05
624,EMP-2624,Hannah Castro,hannah.castro@company.com,3,CFO,221278.07,3.58,20,39,resigned,2015-08-06
625,EMP-2625,Hannah Bautista,hannah.bautista@company.com,8,Senior Support,30012.08,4.61,26,70,resigned,2022-12-07
626,EMP-2626,Lucia Bautista,lucia.bautista@company.com,4,HR Director,86870.93,3.94,8,29,resigned,2019-08-04
627,EMP-2627,Sofia Go,sofia.go@company.com,3,Finance Manager,105375.64,1.01,14,3,active,2021-07-20
628,EMP-2628,Nina Rivera,nina.rivera@company.com,3,CFO,192232.54,3.09,9,11,active,2021-08-31
629,EMP-2629,Mark Morales,mark.morales@company.com,4,HR Specialist,37140.01,4.77,7,7,on_leave,2022-10-13
630,EMP-2630,Sofia Gomez,sofia.gomez@company.com,10,SVP,250254.06,1.02,10,14,resigned,2021-06-28
631,EMP-2631,Hannah Torres,hannah.torres@company.com,10,VP,188500.31,1.07,2,14,resigned,2016-04-14
632,EMP-2632,Carlo Flores,carlo.flores@company.com,7,Senior Data Analyst,81741.97,2.22,5,50,active,2023-01-15
633,EMP-2633,Miguel Go,miguel.go@company.com,10,VP,163468.4,3.65,4,79,resigned,2015-08-02
634,EMP-2634,Jasmine Flores,jasmine.flores@company.com,5,Sales Director,100398.23,2.2,2,32,active,2020-11-21
635,EMP-2635,Faith Ramos,faith.ramos@company.com,2,Marketing Specialist,37143.66,3.25,28,30,active,2017-06-08
636,EMP-2636,Antonio Mendoza,antonio.mendoza@company.com,4,HR Specialist,38861.65,4.69,27,25,active,2018-11-17
637,EMP-2637,Andrei Santos,andrei.santos@company.com,4,HR Manager,61794.8,4.52,7,27,active,2021-04-01
638,EMP-2638,Maria Morales,maria.morales@company.com,3,Finance Manager,87594.92,4.94,0,32,active,2020-07-05
639,EMP-2639,Juan Go,juan.go@company.com,10,C-Suite,360284.77,4.86,7,1,active,2015-05-07
640,EMP-2640,Nina Santos,nina.santos@company.com,9,Senior Associate,89548.59,2.15,30,47,active,2018-10-31
641,EMP-2641,Elena Go,elena.go@company.com,8,Support Manager,55607.12,3.31,14,80,active,2020-12-16
642,EMP-2642,Edgar Gomez,edgar.gomez@company.com,3,Financial Analyst,39468.22,4.97,24,9,active,2016-04-20
643,EMP-2643,Paolo Gomez,paolo.gomez@company.com,1,Senior Developer,63530.98,4.83,6,58,resigned,2017-02-16
644,EMP-2644,Lucia Torres,lucia.torres@company.com,8,Support Associate,19166.06,4.2,22,53,resigned,2022-03-18
645,EMP-2645,Lucia Go,lucia.go@company.com,7,Data Analyst,44101.13,4.09,5,69,on_leave,2021-05-02
646,EMP-2646,Mark Castro,mark.castro@company.com,4,HR Specialist,49714.21,3.26,27,41,active,2017-07-26
647,EMP-2647,Maria Tan,maria.tan@company.com,3,Finance Manager,86008.47,2.05,19,35,resigned,2015-07-01
648,EMP-2648,Rafael Aquino,rafael.aquino@company.com,7,Data Science Lead,113625.75,2.34,10,6,active,2016-09-21
649,EMP-2649,Donna Ortiz,donna.ortiz@company.com,7,Data Science Lead,121139.28,4.55,12,70,active,2021-12-06
650,EMP-2650,Andrei Morales,andrei.morales@company.com,9,Senior Associate,73790.17,2.49,21,54,active,2020-10-23
651,EMP-2651,Kevin Lim,kevin.lim@company.com,1,Software Architect,148220.21,2.26,30,51,on_leave,2019-05-03
652,EMP-2652,Maria dela Cruz,maria.delacruz@company.com,2,Brand Director,109305.75,3.91,8,11,active,2018-01-27
653,EMP-2653,Juan Ortiz,juan.ortiz@company.com,10,CEO,399172.67,2.45,30,53,on_leave,2015-05-13
654,EMP-2654,Rosa Bautista,rosa.bautista@company.com,4,HR Manager,66912.19,3.8,18,76,active,2021-06-02
655,EMP-2655,Rafael Villanueva,rafael.villanueva@company.com,4,HR Associate,29070.39,2.16,21,51,resigned,2017-12-30
656,EMP-2656,Rosa Ortiz,rosa.ortiz@company.com,9,Legal Manager,117691.97,4.17,24,79,resigned,2016-03-12
657,EMP-2657,Rachel Ramos,rachel.ramos@company.com,3,Financial Analyst,39858.16,3.36,8,32,resigned,2022-06-10
658,EMP-2658,Donna Reyes,donna.reyes@company.com,6,COO,188297.77,2.49,30,5,active,2022-04-04
659,EMP-2659,Kevin Villanueva,kevin.villanueva@company.com,2,Marketing Manager,71215.22,2.26,15,70,resigned,2022-08-06
660,EMP-2660,Donna Ortiz,donna.ortiz@company.com,7,Senior Data Analyst,55601.04,4.86,10,61,active,2017-12-11
661,EMP-2661,Paolo Flores,paolo.flores@company.com,2,Brand Director,118674.93,3.96,23,4,active,2021-01-11
662,EMP-2662,Rachel Ramos,rachel.ramos@company.com,8,Senior Support,32641.64,2.02,16,19,on_leave,2019-01-02
663,EMP-2663,Antonio dela Cruz,antonio.delacruz@company.com,3,Senior Analyst,56229.03,3.69,12,30,active,2018-12-16
664,EMP-2664,Gelo Flores,gelo.flores@company.com,9,Legal Associate,49662.43,2.6,13,49,active,2016-01-06
665,EMP-2665,Rachel dela Cruz,rachel.delacruz@company.com,5,Sales Associate,34882.9,1.28,28,29,active,2017-11-09
666,EMP-2666,Bianca Go,bianca.go@company.com,8,Support Manager,63934.56,3.28,2,29,on_leave,2018-08-07
667,EMP-2667,Lisa Flores,lisa.flores@company.com,2,Marketing Manager,76063.03,4.13,17,41,active,2022-03-04
668,EMP-2668,Lucia Gomez,lucia.gomez@company.com,8,Senior Support,34654.46,4.38,29,27,on_leave,2016-12-29
669,EMP-2669,Paolo Flores,paolo.flores@company.com,9,General Counsel,169969.3,4.74,18,47,active,2018-07-11
670,EMP-2670,Jasmine Aquino,jasmine.aquino@company.com,6,Operations Analyst,32066.04,3.94,16,30,active,2020-06-26
671,EMP-2671,Lucia Castro,lucia.castro@company.com,8,Support Director,73652.64,4.73,19,44,active,2021-07-03
672,EMP-2672,Hannah Torres,hannah.torres@company.com,2,Brand Director,108398.54,3.44,23,75,active,2016-10-17
673,EMP-2673,Elena Flores,elena.flores@company.com,1,Software Architect,164739.04,2.49,18,39,resigned,2020-08-21
674,EMP-2674,Ana Castro,ana.castro@company.com,8,Support Associate,25061.13,2.0,19,54,active,2017-07-02
675,EMP-2675,Andrei dela Cruz,andrei.delacruz@company.com,5,Sales Manager,60689.89,2.75,13,34,resigned,2018-12-24
676,EMP-2676,Kevin Rivera,kevin.rivera@company.com,7,Data Engineer,73468.01,4.03,18,31,active,2018-08-03
677,EMP-2677,Gelo Aquino,gelo.aquino@company.com,3,Financial Analyst,52293.58,1.8,13,62,resigned,2021-02-07
678,EMP-2678,Carmen Reyes,carmen.reyes@company.com,3,CFO,193661.82,2.92,23,76,active,2015-10-29
679,EMP-2679,Miguel Gomez,miguel.gomez@company.com,3,CFO,150332.45,2.4,0,6,active,2021-08-16
680,EMP-2680,Carlo Ortiz,carlo.ortiz@company.com,2,Marketing Specialist,48301.02,3.49,2,15,active,2022-04-24
681,EMP-2681,Maria Go,maria.go@company.com,9,General Counsel,184285.15,3.46,27,63,active,2022-03-22
682,EMP-2682,Paolo Rivera,paolo.rivera@company.com,2,Marketing Specialist,50000.15,3.76,10,57,active,2020-06-20
683,EMP-2683,Paolo Mendoza,paolo.mendoza@company.com,9,General Counsel,166019.59,1.81,15,24,active,2022-11-04
684,EMP-2684,Nina Tan,nina.tan@company.com,4,HR Associate,30683.13,2.54,17,72,active,2020-06-20
685,EMP-2685,Rafael Castro,rafael.castro@company.com,4,HR Specialist,38937.85,3.1,1,66,active,2018-10-30
686,EMP-2686,Miguel Morales,miguel.morales@company.com,6,Operations Analyst,36585.31,4.78,21,61,on_leave,2021-06-24
687,EMP-2687,Rachel Tan,rachel.tan@company.com,2,Marketing Specialist,48212.8,2.34,15,7,active,2022-09-03
688,EMP-2688,Sofia Santos,sofia.santos@company.com,6,Operations Manager,68659.5,3.78,16,19,active,2019-10-07
689,EMP-2689,Maria Santos,maria.santos@company.com,7,Data Engineer,99949.16,4.11,22,36,active,2018-02-02
690,EMP-2690,Rafael Mendoza,rafael.mendoza@company.com,3,CFO,181077.49,3.88,7,61,on_leave,2016-08-29
691,EMP-2691,Cedric Rivera,cedric.rivera@company.com,4,HR Associate,31279.42,2.49,13,63,resigned,2015-11-26
692,EMP-2692,Lisa Aquino,lisa.aquino@company.com,4,HR Manager,72886.99,1.39,0,19,active,2016-06-23
693,EMP-2693,Gelo Gomez,gelo.gomez@company.com,8,Support Associate,26129.26,1.32,9,29,active,2020-02-23
694,EMP-2694,Elena Reyes,elena.reyes@company.com,9,Legal Associate,51502.16,1.08,29,17,active,2017-05-15
